Data Scope,Code,Name,"Credit
Points",Unit Designation,Unit Type,Prerequisites,Corequisites,NCCW,When Offered,On Campus Attendance,Staff Contact,"Offering
Department",Offering Faculty,"FOE -
Narrow",Pass/Fail,Co-taught Units,Quota,Unit Activity,ASQCNew,ASQCRecoded,WWCC,Status,Placement in SONIA,Authority,Capstone unit?,Awards/Majors
Undergraduate,COMP3770,Management of IT Systems and Projects,10,,,130cp at 1000 level or above including 20cp in COMP or ISYS or ACCG or STAT or BUS or BBA or MGMT units at 2000 level,,ISYS302,S1 Day,," Computing staff 
",Department of Computing,Faculty of Science and Engineering,20300,No,COMP6770,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,COMP3780,Technology Management,10,,,130cp at 1000 level or above,,ISYS360,S1 Evening,," Computing staff
",Department of Computing,Faculty of Science and Engineering,29900,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,COMP3850,Computing Industry Project,10,,PACE,130cp at 1000 level or above including ((COMP2250 or COMP247) or (COMP2110 or COMP249) or (COMP2050 or COMP255) or (COMP2200 or COMP257) or (COMP2750 or ISYS254)),20cp from 3000 level units,ISYS358,"S1 Day
S2 Day","
"," Computing Staff 
",Department of Computing,Faculty of Science and Engineering,20300,No,none,no quota,no activity,No,No,,Green,Yes,"As per 2020 CA Project
Auto approved re-coded unit",Yes,Bachelor of Information Technology
Undergraduate,COMP3860,Special Topics in Computing and Information Systems,10,,,Permission by special approval,,COMP350,"S1 Day
S2 Day
S3 Day","

"," Computing staff 
",Department of Computing,Faculty of Science and Engineering,20300,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,COMP3870,Research Topic in Computing and Information Systems,10,,,Permission by special approval,,COMP353,"S1 Day
S2 Day","
"," Computing staff 
",Department of Computing,Faculty of Science and Engineering,20300,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,COMP3900,Computing Research III,10,,,130cp at 1000 level or above including COMP2900 and admission to BAdvIT,,COMP388,"S1 Day
S2 Day","
"," Computing staff 
",Department of Computing,Faculty of Science and Engineering,20300,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",Yes,Bachelor of Advanced Information Technology
Undergraduate,COMP4000,Formal Methods,10,,,(COMP3000 or COMP332) and (COMP3010 or COMP333),,,S1 Day,,"Associate Professor Franck Cassez
Associate Professor Annabelle McIver
Associate Professor Anthony Sloane
",Department of Computing,Faculty of Science and Engineering,20100,No,none,no quota,no activity,No,No,,Green,No,Added details to unit as approved in webforms 2020,No,
Undergraduate,COMP4050,Software Engineering Practices,10,,,200cp at 1000 level or above including (COMP2050 or COMP255) and (COMP3010 or COMP333),,COMP430,S2 Day,," Computing Staff 
",Department of Computing,Faculty of Science and Engineering,31305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,COMP4060,Advanced Software Engineering,10,,,200cp at 1000 level or above including (COMP2050 or COMP255) and (COMP3010 or COMP333),,COMP434,S1 Day,," Computing Staff 
",Department of Computing,Faculty of Science and Engineering,31305,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,COMP4092,Software Engineering Research Thesis A,10,,,(COMP332 or COMP3000) and (COMP333 or COMP3010) and (COMP335 or COMP3100),(COMP430 or COMP4050) or (COMP434 or COMP4060),ENGG460,"S1 Day
S2 Day","
","Associate Professor Franck Cassez
 James Zheng
 Michael Johnson
",Department of Computing,Faculty of Science and Engineering,31305,No,none,no quota,no activity,No,No,,Green,No,Created as unit approved in webforms 2020,No,
Undergraduate,COMP4093,Software Engineering Research Thesis B,10,,,20cp at 4000 level,COMP4092 or COMP410,"COMP420, ENGG411","S1 Day
S2 Day","
","Associate Professor Franck Cassez
",Department of Computing,Faculty of Science and Engineering,31305,No,none,no quota,no activity,No,No,,Green,No,Unit approved in webforms 2020,No,
Undergraduate,CROA1008,Croatian Culture and Civilisation,10,,,,,"HSC Croatian, CRO108","S1 Day
S1 Online
S2 Online","

","Dr Danijel  Dzino
Mr Luka Budak
",Department of International Studies,Faculty of Arts,91507,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,CROA1010,I Croatian Studies 1,10,,,,,"HSC Croatian, CRO150","S1 Day
S1 Online
S2 External","

with on-campus sessions","Mr Luka Budak
",Department of International Studies,Faculty of Arts,91507,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,CROA1020,I Croatian Studies 2,10,,,CRO150 or CROA1010,,"HSC Croatian, CRO155","S1 Online
S2 Evening
S2 External","

On-campus sessions: Voluntary. However, students must attend an examination in Australia.","Mr Luka Budak
",Department of International Studies,Faculty of Arts,91507,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,CROA1030,Croatian Bridging Course,10,,,CRO155 or CROA1020,,CRO161,S3 External,with on campus sessions,"Mr Luka Budak
",Department of International Studies,Faculty of Arts,91507,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,CROA1045,Croatian Short Term Residential Program 1,10,,,40cp and permission by special approval,,CRO180,"S3 Placement
WV Placement","
","Ms Lyse Thomas
",Department of International Studies,Faculty of Arts,91507,Yes,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,CROA1210,C Croatian Studies 3,10,,,HSC Croatian,,CROA2010,"S1 Evening
S1 External","
with on campus sessions","Dr Luka Budak
Dr Danijel Dzino
Dr Jasna Novak Milic
",Department of International Studies,Faculty of Arts,91507,No,"CROA2010, ",no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,CROA1220,C Croatian Studies 4,10,,,CROA1210,,CROA2020,"S2 Day
S2 External","
with on-campus sessions","Dr Luka Budak
Dr danijel Dzino
Dr Jasna Novak Milic
",Department of International Studies,Faculty of Arts,91507,No,"CROA2020, ",no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,CROA1310,A Croatian Studies 5,10,,,Permission by special approval,,"CROA2210, CROA3010","S1 Evening
S1 External","
with on campus sessions","Dr Luka Budak
Dr Danijel Dzino
Dr Jasna Novak Milic
",Department of International Studies,Faculty of Arts,91507,No,"CROA2210, CROA3010, ",no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,CROA1320,A Croatian Studies 6,10,,,CROA1310,,"CROA2220, CROA3020","S2 Day
S2 External","
with on-campus sessions","Dr Luka Budak
Dr Danijel Dzino
Dr Jasna Novak Milic
",Department of International Studies,Faculty of Arts,91507,No,"CROA2220, CROA3020, ",no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,CROA2010,I Croatian Studies 3,10,,,CROA1030 or CRO161 or CROA1045 or CRO180,,"CROA1210, CRO250","S1 Day
S1 External","
","Mr Luka Budak
",Department of International Studies,Faculty of Arts,91507,No,CROA1210,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,CROA2020,I Croatian Studies 4,10,,,CROA2010 or CRO250,,"CROA1220, CRO255","S2 Day
S2 External","
","Mr Luka Budak
",Department of International Studies,Faculty of Arts,91507,No,CROA1220,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,CROA2040,Croatian Migrations and Transnational Identities,10,,,10cp from CROA units at 1000 level,,CROA240,"S2 Day
S2 External","
with on-campus sessions","Mr Luka Budak
",Department of International Studies,Faculty of Arts,91507,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,CROA2045,Croatian Short Term Residential Program 2,10,,,40cp and permission by special approval,,CRO280,"S3 Placement
WV Placement","
","Ms Lyse Thomas
",Department of International Studies,Faculty of Arts,91507,Yes,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,CROA2210,C Croatian Studies 5,10,,,CROA1220,,"CROA1310, CROA3010","S1 Evening
S1 External","
with on campus sessions","Dr Luka Budak
Dr Danijel Dzino
Dr Jasna Novak Milic
",Department of International Studies,Faculty of Arts,91507,No,"CROA1310, CROA3010",no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,CROA2220,C Croatian Studies 6,10,,,CROA2210,,"CROA1320, CROA3020","S2 Day
S2 External","
Students must attend an examination centre within Australia","Dr Luka Budak
Dr Danijel Dzino
Dr Jasna Novak Milic
",Department of International Studies,Faculty of Arts,91507,No,"CROA1320, CROA3020",no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,CROA2310,A Croatian Studies 7,10,,,CROA1320,,CROA3210,"S1 Evening
S1 External","
with on campus sessions","Dr Luka Budak
Dr Danijel Dzino
Dr Jasna Novak Milic
",Department of International Studies,Faculty of Arts,91507,No,CROA3210,no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,CROA3010,I Croatian Studies 5,10,,,CROA2020 or CRO255,,"CROA2210, CROA1310, CRO350","S1 Evening
S1 Online","
","Mr Luka Budak
",Department of International Studies,Faculty of Arts,91507,No,"CROA2210, CROA1310, ",no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,CROA3020,I Croatian Studies 6,10,,,CROA3010 or CRO350,,"CROA2220, CROA1320, CRO355","S2 Evening
S2 External","
On-campus sessions: Voluntary. However students must attend an examination in Australia.","Mr Luka Budak
",Department of International Studies,Faculty of Arts,91507,No,"CROA2220, CROA1320, ",no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,CROA3045,Croatian Short Term Residential Program 3,10,,,40cp and permission by special approval,,CRO380,"S3 Placement
WV Placement","
","Ms Lyse Thomas
",Department of International Studies,Faculty of Arts,91507,Yes,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,CROA3210,Croatian Studies 7,10,,,CROA3020 or CRO355 or CROA2220,,CROA2310,"S1 Evening
S1 External","
with on campus sessions","Dr Luka Budak
Dr Danijel Dzno
Dr Jasna Novak Milic
",Department of International Studies,Faculty of Arts,91507,No,"CROA2310, ",no quota,no activity,No,No,,Green,No,Updated unit details as unit now approved in 2020 webforms,No,
Undergraduate,ECHE1130,Play Based Approaches to Early Childhood Learning and Development,10,,,,,,"S2 Day
S2 External","
with on-campus sessions","Dr Yeshe Colliver
",Department of Educational Studies,Faculty of Human Sciences,70101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ECHE1180,Infancy and Early Development,10,,,,,"ECH216, ECHE118","S2 Day
S2 External","
with on campus sessions","Dr Helen Little
",Department of Educational Studies,Faculty of Human Sciences,70101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ECHE1200,History and Philosophy of Early Childhood,10,,,,,"ECH120, ECHE120","S1 Day
S1 External","
with on campus sessions","Dr Sandra Cheeseman
",Department of Educational Studies,Faculty of Human Sciences,70101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ECHE1300,Health and Wellbeing,10,,,,,ECH130,"S1 Day
S1 External","
with on campus sessions","Dr Sandra Cheesman
",Department of Educational Studies,Faculty of Human Sciences,70101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ECHE1310,The Arts in Children's Lives,10,,,,,"ABEC121, ECH131","S2 Day
S2 External","
with on campus sessions","Dr Sarah Powell
",Department of Educational Studies,Faculty of Human Sciences,70101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ECHE2100,Play-based Curriculum: Literacy and Numeracy,10,,,80cp at 1000 level or above including ((ECH113 or ECHE1130 or ABEC120) and (ECHE120 or ECHE1200)),,ECHE210,"S1 Day
S1 External","
with on campus sessions","Dr Belinda Davis
",Department of Educational Studies,Faculty of Human Sciences,70101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ECHE2130,Images of Childhood,10,,,40cp at 1000 level or above,,ECHL213,S3 External,with on campus sessions,"Dr Shirley Wyver
",Department of Educational Studies,Faculty of Human Sciences,70101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ECHE2180,Child Development in the Preschool and Primary School Years,10,,,40cp at 1000 level or above,,"ABEC312, ABEC313, ECH218","S1 Day
S1 External","
with on campus sessions","Dr Carol Newall
",Department of Educational Studies,Faculty of Human Sciences,70101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ECHE2200,Early Years Curriculum and Pedagogy in the Australian Context,10,,,40cp at 1000 level or above including (ECH113 or ECHE1130),,"ECST100, ECST110, ECHE220","S2 Day
S2 External","
with on campus sessions","Dr Rebecca Andrews
",Department of Educational Studies,Faculty of Human Sciences,70101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ECHE2310,"Young Children's Language, Literature and Literacy",10,,,(ECHP122 or ECHP1220 or EDST201 or EDST2010) or ((40cp at 1000 level or above) and admission to BTeach(ECS)),,"ABEC320, ECH231, EDST2120",S2 External,with on campus sessions,"Dr Emilia Djonov
",Department of Educational Studies,Faculty of Human Sciences,70101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ECHE2320,Mathematical and Scientific Thinking in the Early Years,10,,,(ECH113 or ECHE1130) or ((40cp at 1000 level or above) and admission to BTeach(ECS)),,"ABEC225, ECH232","S1 External
S2 Day
S2 External","with on campus sessions

with on campus sessions","Dr Kelly Johnston
",Department of Educational Studies,Faculty of Human Sciences,70101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ECHE2340,"Teaching and Learning Mathematics, Science and Technology 2",10,,,ECH232 or ECHE2320,,"ECH335, ECH234",S2 External,with on campus sessions,"Dr Kelly Johnston
",Department of Educational Studies,Faculty of Human Sciences,70101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ECHE3100,Play-based Curriculum: Discovery and Creativity in Outdoor Environments,10,,,130cp at 1000 level or above including (ECH113 or ECHE1130 or ABEC120) and (ECH130 or ECHE1300),,ECHE310,"S1 Day
S1 External","
with on campus sessions","Dr Helen Little
",Department of Educational Studies,Faculty of Human Sciences,70101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
Undergraduate,ECHE3110,Infant and Toddler Curriculum and Pedagogy,10,,,130cp at 1000 level or above including (ECHE220 or ECHE2200) and (ECHE118 or ECHE1180 or ABEC113),,"ECST220, ECHE311","S2 Day
S2 External","
with on campus sessions","Associate Professor Sheila Degotardi
",Department of Educational Studies,Faculty of Human Sciences,70101,No,none,no quota,no activity,No,No,,Green,No,"As per 2020 CA Project
Auto approved re-coded unit",No,
